stock_code,returned_units,signed_return_value_gbp,return_invoices,description,absolute_return_value_gbp
35937,31,0.0,1,Unknown product,0.0
35936,23,0.0,1,Unknown product,0.0
35935,10,0.0,1,Unknown product,0.0
35933,36,0.0,2,Unknown product,0.0
35930,9,0.0,1,Unknown product,0.0
35926,6,0.0,1,Unknown product,0.0
35925,18,0.0,1,Unknown product,0.0
84595B,45,0.0,1,Unknown product,0.0
84623,53,0.0,2,Unknown product,0.0
84621,3,0.0,2,Unknown product,0.0
84619,7,0.0,2,Unknown product,0.0
84614C,64,0.0,2,Unknown product,0.0
84613C,190,0.0,2,Unknown product,0.0
21448,40,0.0,1,Unknown product,0.0
21446,50,0.0,1,Unknown product,0.0
84671B,2,0.0,1,Unknown product,0.0
84666,5,0.0,1,Unknown product,0.0
84660C,21,0.0,1,Unknown product,0.0
84657,72,0.0,1,Unknown product,0.0
84656,2,0.0,2,Unknown product,0.0
84653,12,0.0,3,Unknown product,0.0
84648,1,0.0,1,Unknown product,0.0
84642,2,0.0,1,Unknown product,0.0
84641,51,0.0,1,damages,0.0
35815B,10,0.0,1,Unknown product,0.0
35813A,12,0.0,1,Unknown product,0.0
35920,14,0.0,2,Unknown product,0.0
35916C,32,0.0,1,Unknown product,0.0
35916B,21,0.0,1,Unknown product,0.0
35916A,21,0.0,1,Unknown product,0.0
35915C,43,0.0,1,damaged,0.0
35915A,13,0.0,1,Unknown product,0.0
35911B,9,0.0,1,Unknown product,0.0
35908C,59,0.0,1,Unknown product,0.0
35900,28,0.0,1,Unknown product,0.0
35839,21,0.0,1,Unknown product,0.0
84638,18,0.0,1,Unknown product,0.0
84630,38,0.0,1,Unknown product,0.0
84626,3,0.0,1,Unknown product,0.0
84681,36,0.0,1,Unknown product,0.0
84672A,2,0.0,1,Unknown product,0.0
22347,68,0.0,1,Unknown product,0.0
21489,32,0.0,3,Unknown product,0.0
21488,50,0.0,1,Unknown product,0.0
21472,141,0.0,2,Unknown product,0.0
22351,1400,0.0,1,Given away,0.0
84706E,40,0.0,1,Unknown product,0.0
84706C,9,0.0,1,Unknown product,0.0
84706A,6,0.0,1,Unknown product,0.0
84705F,3,0.0,1,Unknown product,0.0
84705E,2,0.0,1,Unknown product,0.0
84705D,6,0.0,1,Unknown product,0.0
84705B,11,0.0,1,Unknown product,0.0
84705A,9,0.0,2,Unknown product,0.0
84699,2,0.0,1,Unknown product,0.0
17061,1198,0.0,1,Unknown product,0.0
17039,1227,0.0,1,Unknown product,0.0
17038,1400,0.0,1,Unknown product,0.0
17027A,378,0.0,2,Unknown product,0.0
84743C,85,0.0,3,Unknown product,0.0
84741C,115,0.0,2,Unknown product,0.0
84726,14,0.0,1,Unknown product,0.0
84725,8,0.0,1,Unknown product,0.0
84721,42,0.0,1,Unknown product,0.0
84718,95,0.0,1,Unknown product,0.0
84715,46,0.0,2,Unknown product,0.0
84711A,205,0.0,1,Unknown product,0.0
84709A,15,0.0,1,Damaged,0.0
84708B,5,0.0,1,Unknown product,0.0
21502,296,0.0,2,Unknown product,0.0
84750C,3,0.0,1,Unknown product,0.0
84748,52,0.0,1,Unknown product,0.0
84746,66,0.0,1,Unknown product,0.0
17109A,60,0.0,1,Unknown product,0.0
17108D,719,0.0,2,Unknown product,0.0
17096,48,0.0,2,Unknown product,0.0
17091F,25,0.0,1,Unknown product,0.0
17090D,10,0.0,1,Unknown product,0.0
17084J,79,0.0,1,Unknown product,0.0
17084G,95,0.0,1,Unknown product,0.0
17084F,50,0.0,1,Unknown product,0.0
17084A,32,0.0,1,Unknown product,0.0
84767,12,0.0,1,Unknown product,0.0
84763,155,0.0,2,Unknown product,0.0
84762C,13,0.0,1,Unknown product,0.0
84762B,2,0.0,1,Unknown product,0.0
84760S,30,0.0,1,Unknown product,0.0
84760L,54,0.0,1,Unknown product,0.0
84753A,1,0.0,1,Unknown product,0.0
84752B,2,0.0,1,Unknown product,0.0
21512,9,0.0,1,Unknown product,0.0
21511,9,0.0,1,Unknown product,0.0
21510,7,0.0,1,Unknown product,0.0
35643,283,0.0,2,?,0.0
35638A,40,0.0,1,Unknown product,0.0
35632A,34,0.0,1,Unknown product,0.0
35824P,26,0.0,1,damages,0.0
35824C,58,0.0,1,damaged,0.0
35824B,8,0.0,1,Unknown product,0.0
35823P,12,0.0,1,Unknown product,0.0
35822P,3,0.0,1,Unknown product,0.0
35821B,21,0.0,1,gone,0.0
35818C,1,0.0,1,Unknown product,0.0
35818B,75,0.0,2,adjustment,0.0
35817P,44,0.0,1,thrown away,0.0
35817B,1,0.0,1,Unknown product,0.0
35816B,17,0.0,1,damaged,0.0
35815P,63,0.0,1,Unknown product,0.0
16020C,40,0.0,3,Unknown product,0.0
22286,47,0.0,1,check,0.0
84801B,44,0.0,1,Unknown product,0.0
84801A,150,0.0,2,check,0.0
16015,959,0.0,3,Unknown product,0.0
84797A,15,0.0,1,Unknown product,0.0
84796B,42,0.0,2,Unknown product,0.0
84796A,35,0.0,1,Unknown product,0.0
84795A,27,0.0,1,coding mix up,0.0
84782B,46,0.0,1,"damages, lost bits etc",0.0
84775,9,0.0,1,Unknown product,0.0
84809B,324,0.0,1,damaged,0.0
84807,220,0.0,2,damages,0.0
84805B,96,0.0,1,wet damaged,0.0
84805A,96,0.0,1,wet damaged,0.0
84804A,125,0.0,1,wet damaged,0.0
84802B,125,0.0,1,Unknown product,0.0
84802A,94,0.0,2,Unknown product,0.0
35605A,117,0.0,1,damages,0.0
35604B,17,0.0,1,Unknown product,0.0
35603C,52,0.0,1,checked,0.0
35600D,36,0.0,1,damages,0.0
16010,7,0.0,1,Unknown product,0.0
35809B,77,0.0,2,Unknown product,0.0
35809A,13,0.0,1,Unknown product,0.0
35794,8,0.0,1,Unknown product,0.0
35793,50,0.0,1,Unknown product,0.0
35763,36,0.0,1,Unknown product,0.0
35654,5,0.0,1,Unknown product,0.0
35652,1,0.0,1,Unknown product,0.0
35650,24,0.0,1,Unknown product,0.0
35649,43,0.0,1,Unknown product,0.0
35645,67,0.0,1,Unknown product,0.0
35644,7,0.0,2,Unknown product,0.0
21493,712,0.0,3,Unknown product,0.0
16008,1510,0.0,1,check,0.0
84845A,2,0.0,1,Unknown product,0.0
84841,54,0.0,1,Unknown product,0.0
84838,5,0.0,1,Unknown product,0.0
84837,40,0.0,2,Unknown product,0.0
84825,2,0.0,1,Unknown product,0.0
15060A,8,0.0,1,Unknown product,0.0
21518,31,0.0,1,Unknown product,0.0
84814A,14,0.0,1,Unknown product,0.0
84810C,3,0.0,1,Unknown product,0.0
84859C,153,0.0,1,wet?,0.0
84858C,10,0.0,1,Unknown product,0.0
84858B,254,0.0,2,Unknown product,0.0
84858A,106,0.0,2,Unknown product,0.0
15059A,126,0.0,1,Unknown product,0.0
84857A,7,0.0,2,Unknown product,0.0
84856L,27,0.0,1,Unknown product,0.0
84855,111,0.0,2,Unknown product,0.0
84849C,14,0.0,1,Unknown product,0.0
84846A,8,0.0,1,Unknown product,0.0
84845D,8,0.0,2,Unknown product,0.0
84845B,8,0.0,1,Unknown product,0.0
84875B,18,0.0,1,Unknown product,0.0
84875A,45,0.0,2,Unknown product,0.0
84874B,9,0.0,2,Unknown product,0.0
84874A,1,0.0,1,Unknown product,0.0
84873B,4,0.0,1,Unknown product,0.0
84873A,17,0.0,1,Unknown product,0.0
84872A,28,0.0,3,Unknown product,0.0
84871,13,0.0,1,Unknown product,0.0
84869,13,0.0,1,damages,0.0
84868A,13,0.0,1,Unknown product,0.0
84867B,7,0.0,1,Unknown product,0.0
84867A,29,0.0,1,Unknown product,0.0
84866,12,0.0,1,Unknown product,0.0
84865,24,0.0,2,damaged,0.0
84864A,6,0.0,2,Unknown product,0.0
90210D,28,0.0,1,check,0.0
84898F,26,0.0,2,Unknown product,0.0
84898E,7,0.0,1,Unknown product,0.0
84897A,5,0.0,1,Unknown product,0.0
84896C,12,0.0,1,Unknown product,0.0
84893,17,0.0,1,Unknown product,0.0
84891B,4,0.0,1,Unknown product,0.0
84886,8,0.0,2,Unknown product,0.0
84877D,204,0.0,2,Unknown product,0.0
21806,3,0.0,1,Unknown product,0.0
22830,1,0.0,1,Unknown product,0.0
22823,22,0.0,1,test,0.0
21805,1,0.0,1,Unknown product,0.0
35631A,119,0.0,1,Unknown product,0.0
35630B,75,0.0,1,Unknown product,0.0
35611B,231,0.0,2,thrown away,0.0
35610C,1121,0.0,1,Thrown away.,0.0
35610B,541,0.0,1,thrown away,0.0
35610A,1277,0.0,1,thrown away,0.0
35609A,95,0.0,2,Unknown product,0.0
35608C,21,0.0,1,Unknown product,0.0
35608A,22,0.0,1,Unknown product,0.0
35607B,186,0.0,3,thrown away,0.0
35607A,100,0.0,1,Unknown product,0.0
84877A,43,0.0,2,Unknown product,0.0
84876B,59,0.0,1,Unknown product,0.0
84875D,10,0.0,1,Unknown product,0.0
DCGS0053,2,0.0,1,Unknown product,0.0
17013B,45,0.0,1,Unknown product,0.0
17013A,45,0.0,1,Unknown product,0.0
17012E,10,0.0,1,Unknown product,0.0
17012C,22,0.0,1,check,0.0
17012B,72,0.0,2,Unknown product,0.0
17012A,86,0.0,1,Unknown product,0.0
16044,1177,0.0,2,Unknown product,0.0
84905,5,0.0,2,Unknown product,0.0
84904,6,0.0,1,Unknown product,0.0
84902,61,0.0,2,Unknown product,0.0
84901,20,0.0,1,Unknown product,0.0
84899F,54,0.0,2,Unknown product,0.0
84912B,107,0.0,2,damaged,0.0
84909A,15,0.0,3,Unknown product,0.0
84908B,53,0.0,1,Unknown product,0.0
17017,2,0.0,1,Unknown product,0.0
17014F,40,0.0,2,Unknown product,0.0
17014D,4,0.0,1,Unknown product,0.0
17014C,96,0.0,1,Unknown product,0.0
17014B,48,0.0,1,Unknown product,0.0
17014A,201,0.0,2,Unknown product,0.0
17013F,10,0.0,2,Unknown product,0.0
17013E,56,0.0,1,Unknown product,0.0
DCGS0003,7,0.0,1,ebay,0.0
21514,14,0.0,1,Unknown product,0.0
22253,61,0.0,1,Unknown product,0.0
84926B,1,0.0,1,Unknown product,0.0
84925F,154,0.0,2,?,0.0
84925E,17,0.0,1,Unknown product,0.0
84925C,29,0.0,1,Unknown product,0.0
84925A,38,0.0,1,Unknown product,0.0
84924D,5,0.0,1,Unknown product,0.0
84922,360,0.0,1,Unknown product,0.0
84921,17,0.0,1,Unknown product,0.0
84920,30,0.0,2,Unknown product,0.0
84917,58,0.0,2,Unknown product,0.0
84916,32,0.0,1,Unknown product,0.0
84914A,2,0.0,1,Unknown product,0.0
84913A,75,0.0,1,Unknown product,0.0
84942,7,0.0,1,Unknown product,0.0
84938,3,0.0,1,Unknown product,0.0
DCGSSBOY,90,0.0,1,Unknown product,0.0
84933D,5,0.0,2,Unknown product,0.0
84933B,8,0.0,1,Unknown product,0.0
84933A,2,0.0,1,Unknown product,0.0
84932D,18,0.0,2,Unknown product,0.0
84932B,17,0.0,2,Unknown product,0.0
84932A,41,0.0,2,Unknown product,0.0
35015,4363,0.0,2,Unknown product,0.0
35004P,9,0.0,1,Unknown product,0.0
47361,19,0.0,1,Unknown product,0.0
35597D,2,0.0,1,Unknown product,0.0
35597A,14,0.0,1,Unknown product,0.0
35596,1,0.0,1,Unknown product,0.0
35591T,28,0.0,2,Unknown product,0.0
35591G,9,0.0,1,Unknown product,0.0
35537,31,0.0,2,Unknown product,0.0
35473,3,0.0,1,Unknown product,0.0
10109,4,0.0,1,Unknown product,0.0
35471B,23,0.0,1,Unknown product,0.0
22833,1,0.0,1,Unknown product,0.0
84966A,33,0.0,2,Unknown product,0.0
84965B,2,0.0,2,Unknown product,0.0
84965A,2,0.0,1,Unknown product,0.0
84964B,3,0.0,2,Unknown product,0.0
84964A,5,0.0,2,Unknown product,0.0
84963A,2,0.0,1,Unknown product,0.0
84962,2,0.0,1,Unknown product,0.0
84952C,38,0.0,1,Unknown product,0.0
21551,11,0.0,1,Unknown product,0.0
21543,152,0.0,1,Unknown product,0.0
16254,118,0.0,3,Unknown product,0.0
84977,34,0.0,1,Unknown product,0.0
84972M,1,0.0,1,Unknown product,0.0
84972L,4,0.0,1,Unknown product,0.0
DCGS0073,4,0.0,1,ebay,0.0
84968F,20,0.0,1,check,0.0
DCGS0072,1,0.0,1,Unknown product,0.0
21134,580,0.0,3,Unknown product,0.0
21133,724,0.0,2,Unknown product,0.0
DCGS0071,2,0.0,1,Unknown product,0.0
47013A,2,0.0,1,damaged,0.0
35442,4,0.0,1,Unknown product,0.0
35271S,120,0.0,2,Unknown product,0.0
35265,12,0.0,1,Unknown product,0.0
35233,1,0.0,1,Unknown product,0.0
35232,2,0.0,1,Unknown product,0.0
35160,590,0.0,1,Unknown product,0.0
35096B,66,0.0,1,Unknown product,0.0
35085E,28,0.0,2,Unknown product,0.0
35071,200,0.0,1,Unknown product,0.0
84967C,7,0.0,2,Unknown product,0.0
84966C,5,0.0,1,Unknown product,0.0
84966B,11,0.0,1,Unknown product,0.0
84984C,8,0.0,1,Unknown product,0.0
17011F,18,0.0,1,Unknown product,0.0
17011E,39,0.0,1,Unknown product,0.0
17011D,5,0.0,2,Unknown product,0.0
17011C,47,0.0,1,Unknown product,0.0
17011B,37,0.0,2,Unknown product,0.0
17011A,61,0.0,1,Unknown product,0.0
17010S,146,0.0,1,Unknown product,0.0
17007B,4,0.0,1,Unknown product,0.0
46775E,16,0.0,1,Unknown product,0.0
16258B,207,0.0,1,Unknown product,0.0
46775B,17,0.0,1,Unknown product,0.0
16255,76,0.0,1,Unknown product,0.0
85017D,36,0.0,1,Unknown product,0.0
85017A,657,0.0,5,Unknown product,0.0
85014D,29,0.0,1,Unknown product,0.0
84993B,147,0.0,2,Unknown product,0.0
84989B,103,0.0,2,Unknown product,0.0
21228,25,0.0,2,Unknown product,0.0
84985B,27,0.0,1,Unknown product,0.0
21119,1,0.0,1,Unknown product,0.0
21118,22,0.0,1,Unknown product,0.0
20827,113,0.0,2,damages,0.0
20826,169,0.0,2,Unknown product,0.0
20824,74,0.0,1,Unknown product,0.0
20820,146,0.0,2,Unknown product,0.0
20818,30,0.0,1,Unknown product,0.0
20812,12,0.0,1,Unknown product,0.0
21113,15,0.0,1,Unknown product,0.0
21104,5,0.0,1,Unknown product,0.0
21609,46,0.0,1,Unknown product,0.0
21602,11,0.0,1,Unknown product,0.0
21601,2,0.0,1,Unknown product,0.0
85031A,9,0.0,1,Unknown product,0.0
21227,3,0.0,1,Unknown product,0.0
21594,1,0.0,1,Unknown product,0.0
21585,43,0.0,1,Unknown product,0.0
21583,50,0.0,1,Unknown product,0.0
21582,38,0.0,1,Unknown product,0.0
47503G,267,0.0,1,Unknown product,0.0
47503E,35,0.0,2,Unknown product,0.0
47420,1000,0.0,1,?,0.0
23595,5,0.0,1,re-adjustment,0.0
DCGS0036,1,0.0,1,Unknown product,0.0
44266F,2,0.0,1,Unknown product,0.0
22857,48,0.0,1,sold as set on dotcom,0.0
21120,6,0.0,1,Unknown product,0.0
85018C,1,0.0,1,Unknown product,0.0
85018B,2,0.0,1,Unknown product,0.0
85018A,7,0.0,2,Unknown product,0.0
16222B,2,0.0,1,Unknown product,0.0
16215,86,0.0,1,Unknown product,0.0
16212,278,0.0,2,Unknown product,0.0
85037,21,0.0,1,Unknown product,0.0
85035B,36,0.0,1,check,0.0
44265,5,0.0,1,Unknown product,0.0
44241C,16,0.0,2,Unknown product,0.0
44236,12,0.0,2,Unknown product,0.0
21081,5,0.0,1,Unknown product,0.0
47347B,122,0.0,1,Unknown product,0.0
47344B,16,0.0,1,Unknown product,0.0
47343A,16,0.0,1,Unknown product,0.0
85031C,1,0.0,1,Unknown product,0.0
16245B,2,0.0,1,Unknown product,0.0
16245A,15,0.0,2,damaged,0.0
16244B,9,0.0,2,Unknown product,0.0
16243A,26,0.0,1,Unknown product,0.0
16240,40,0.0,1,Unknown product,0.0
16239,7,0.0,1,Unknown product,0.0
21625,191,0.0,1,?,0.0
21619,94,0.0,1,check,0.0
21618,56,0.0,2,Unknown product,0.0
21615,26,0.0,1,check,0.0
21613,47,0.0,1,Unknown product,0.0
21610,124,0.0,2,Unknown product,0.0
85051,2,0.0,1,Unknown product,0.0
85050,29,0.0,1,Unknown product,0.0
85049D,128,0.0,3,Unknown product,0.0
85049B,73,0.0,1,Unknown product,0.0
22126,16400,0.0,3,Unknown product,0.0
22122,1,0.0,1,Unknown product,0.0
21641,49,0.0,1,Unknown product,0.0
16249B,12,0.0,1,Unknown product,0.0
16248A,3,0.0,1,Unknown product,0.0
16169N,42,0.0,1,Unknown product,0.0
16169K,25,0.0,1,Unknown product,0.0
16169H,64,0.0,1,Unknown product,0.0
16169G,75,0.0,1,Unknown product,0.0
85085A,30,0.0,1,Unknown product,0.0
85084,70,0.0,3,Unknown product,0.0
85081,38,0.0,1,checked,0.0
85080,61,0.0,1,checked,0.0
85079,12,0.0,1,Unknown product,0.0
47341A,7,0.0,2,Unknown product,0.0
85077,2,0.0,1,Unknown product,0.0
85074,120,0.0,1,Unknown product,0.0
47340A,1,0.0,1,Unknown product,0.0
21077,20,0.0,1,Unknown product,0.0
47285B,10,0.0,1,Unknown product,0.0
47284V,11,0.0,1,Unknown product,0.0
22864,6,0.0,1,Unknown product,0.0
20852,18800,0.0,5,Given away,0.0
20850,3,0.0,1,Unknown product,0.0
20849,3,0.0,1,Unknown product,0.0
20848,8,0.0,1,Unknown product,0.0
20845,29,0.0,1,Unknown product,0.0
20844,4,0.0,1,Unknown product,0.0
20839,80,0.0,1,damages,0.0
85073,599,0.0,1,Unknown product,0.0
85057,1,0.0,1,Unknown product,0.0
85056,2,0.0,1,Unknown product,0.0
21646,50,0.0,1,Unknown product,0.0
85089,23,0.0,1,Unknown product,0.0
85086B,33,0.0,1,Unknown product,0.0
85086A,36,0.0,2,Unknown product,0.0
16210,20,0.0,1,Unknown product,0.0
16207B,4,0.0,1,Unknown product,0.0
16202C,33,0.0,2,Unknown product,0.0
16201C,23,0.0,1,Unknown product,0.0
16201B,12,0.0,1,Unknown product,0.0
16200A,3,0.0,1,Unknown product,0.0
16192,4,0.0,1,Unknown product,0.0
85117,73,0.0,2,Unknown product,0.0
85114C,19,0.0,2,Unknown product,0.0
85113,60,0.0,1,Unknown product,0.0
85112,376,0.0,2,Unknown product,0.0
85106,562,0.0,2,Unknown product,0.0
85105,3,0.0,1,Unknown product,0.0
47021G,52,0.0,1,Unknown product,0.0
21654,3,0.0,1,Damaged,0.0
21048,2,0.0,1,Unknown product,0.0
21047,1,0.0,1,Unknown product,0.0
21040,55,0.0,3,Unknown product,0.0
47016,23,0.0,1,Unknown product,0.0
47504F,2916,0.0,1,Unknown product,0.0
21097,31,0.0,2,Unknown product,0.0
21091,12,0.0,1,Unknown product,0.0
21089,7,0.0,1,damaged,0.0
21087,13,0.0,2,Unknown product,0.0
21085,19,0.0,2,Unknown product,0.0
21083,7,0.0,1,Unknown product,0.0
47504E,316,0.0,2,Unknown product,0.0
20776,7,0.0,1,Unknown product,0.0
20775,144,0.0,3,Unknown product,0.0
21052,1,0.0,1,Unknown product,0.0
21651,96,0.0,2,Unknown product,0.0
85130A,113,0.0,2,Unknown product,0.0
22688,42,0.0,1,Unknown product,0.0
85129C,60,0.0,2,Unknown product,0.0
85129B,20,0.0,1,Unknown product,0.0
85128,11,0.0,1,Unknown product,0.0
85120,24,0.0,1,Unknown product,0.0
21674,8,0.0,2,Unknown product,0.0
22687,41,0.0,1,Unknown product,0.0
21665,28,0.0,1,Unknown product,0.0
21057,8,0.0,1,Unknown product,0.0
21036,12,0.0,1,Unknown product,0.0
21236,6,0.0,1,Unknown product,0.0
47574B,13,0.0,1,Unknown product,0.0
47570,134,0.0,2,Unknown product,0.0
16156N,200,0.0,1,Unknown product,0.0
85148,4,0.0,1,Unknown product,0.0
22051,300,0.0,1,?,0.0
21697,499,0.0,1,Unknown product,0.0
21693,87,0.0,1,mixed up,0.0
21691,34,0.0,1,Unknown product,0.0
21690,101,0.0,1,Unknown product,0.0
21022,10,0.0,1,Unknown product,0.0
21021,10,0.0,1,Unknown product,0.0
20877,34,0.0,1,Unknown product,0.0
21020,33,0.0,1,Unknown product,0.0
21019,25,0.0,1,Unknown product,0.0
21018,63,0.0,1,damaged,0.0
21017,168,0.0,2,Unknown product,0.0
47565,16,0.0,1,Unknown product,0.0
47563B,10,0.0,1,Unknown product,0.0
47559,7,0.0,1,Unknown product,0.0
21689,323,0.0,1,wrong barcode,0.0
22033,130,0.0,2,Unknown product,0.0
85162C,71,0.0,2,Unknown product,0.0
16169F,196,0.0,1,Unknown product,0.0
16169D,174,0.0,2,Unknown product,0.0
16169C,200,0.0,1,damages,0.0
16169A,23,0.0,1,Unknown product,0.0
16168S,460,0.0,1,missing,0.0
16162M,84,0.0,1,Unknown product,0.0
47554,4,0.0,1,Unknown product,0.0
21225,17,0.0,1,Unknown product,0.0
21027,150,0.0,2,Unknown product,0.0
21024,20,0.0,1,Unknown product,0.0
21023,10,0.0,1,Unknown product,0.0
16161N,23,0.0,1,Unknown product,0.0
16161E,245,0.0,1,Unknown product,0.0
16161C,632,0.0,1,Unknown product,0.0
85171,2,0.0,1,Unknown product,0.0
37506,1,0.0,1,Unknown product,0.0
37504,2,0.0,1,Unknown product,0.0
85168A,6,0.0,1,Unknown product,0.0
85167B,25,0.0,2,DAMAGED,0.0
85166B,14,0.0,1,Unknown product,0.0
85165,7,0.0,2,damages,0.0
46137D,25,0.0,1,Unknown product,0.0
20867,271,0.0,1,?,0.0
46126A,23,0.0,1,Unknown product,0.0
46115B,2,0.0,1,Unknown product,0.0
46037A,5,0.0,1,Unknown product,0.0
20861,19,0.0,1,Unknown product,0.0
20860,25,0.0,3,Unknown product,0.0
20858,28,0.0,1,Unknown product,0.0
46000U,55,0.0,2,dotcom,0.0
23003,9058,0.0,1,Printing smudges/thrown away,0.0
46000R,128,0.0,2,entry error,0.0
85186B,105,0.0,1,Unknown product,0.0
85185F,6,0.0,1,Unknown product,0.0
85185D,98,0.0,2,Unknown product,0.0
85185C,4,0.0,1,Unknown product,0.0
85179B,83,0.0,2,Unknown product,0.0
45013,26,0.0,2,Unknown product,0.0
21008,19,0.0,1,Unknown product,0.0
21007,121,0.0,1,damages?,0.0
21005,9,0.0,1,Unknown product,0.0
45008L,5,0.0,1,Unknown product,0.0
45008C,53,0.0,2,"dirty, torn, thrown away.",0.0
20998,11,0.0,1,Unknown product,0.0
20994,26,0.0,1,Unknown product,0.0
20993,114,0.0,1,Unknown product,0.0
20991,134,0.0,1,Unknown product,0.0
45007B,43,0.0,1,Unknown product,0.0
22022,28,0.0,1,Unknown product,0.0
85198,211,0.0,2,Unknown product,0.0
85197,71,0.0,2,Unknown product,0.0
44276,4,0.0,1,Unknown product,0.0
85193S,80,0.0,1,Unknown product,0.0
85192S,63,0.0,1,Unknown product,0.0
20976,17,0.0,1,Unknown product,0.0
21268,2,0.0,1,Unknown product,0.0
21267,22,0.0,1,Unknown product,0.0
23269,1440,0.0,1,incorrect stock entry.,0.0
47592B,1,0.0,1,Unknown product,0.0
47592A,28,0.0,1,Unknown product,0.0
21967,512,0.0,1,MIA,0.0
47591C,300,0.0,1,missing,0.0
47591B,207,0.0,1,?,0.0
21919,1,0.0,1,Unknown product,0.0
85226B,125,0.0,1,Unknown product,0.0
85224,507,0.0,2,Unknown product,0.0
85223,129,0.0,1,Unknown product,0.0
85215,519,0.0,2,Damaged,0.0
85214,196,0.0,1,Unknown product,0.0
47583B,12,0.0,1,Unknown product,0.0
85208,22,0.0,1,check,0.0
85207B,7,0.0,1,Unknown product,0.0
85205A,19,0.0,1,Unknown product,0.0
47581A,16,0.0,1,Unknown product,0.0
90000C,8,0.0,2,Unknown product,0.0
85231L,300,0.0,2,Unknown product,0.0
85231K,145,0.0,1,Unknown product,0.0
85231A,60,0.0,1,Unknown product,0.0
85230F,222,0.0,2,Unknown product,0.0
85230E,226,0.0,2,Damaged,0.0
85230B,168,0.0,1,Unknown product,0.0
85226C,6,0.0,1,Unknown product,0.0
21702,377,0.0,1,No Stock,0.0
21699,152,0.0,1,Unknown product,0.0
21698,480,0.0,2,Unknown product,0.0
21920,2,0.0,1,Unknown product,0.0
21266,23,0.0,1,Unknown product,0.0
21719,81,0.0,1,Unknown product,0.0
21910,28,0.0,2,Unknown product,0.0
21909,4,0.0,1,Unknown product,0.0
90011D,9,0.0,1,Unknown product,0.0
90011B,32,0.0,1,Unknown product,0.0
90011A,10,0.0,1,Unknown product,0.0
90005B,11,0.0,1,Unknown product,0.0
90005A,164,0.0,1,Unknown product,0.0
20933,8,0.0,2,Unknown product,0.0
21004,74,0.0,2,Unknown product,0.0
21000,41,0.0,1,Unknown product,0.0
20895,34,0.0,1,Unknown product,0.0
20891,85,0.0,1,Unknown product,0.0
20890,30,0.0,1,Unknown product,0.0
20889,37,0.0,1,Unknown product,0.0
20888,41,0.0,1,Unknown product,0.0
20884,5,0.0,1,Unknown product,0.0
20883,35,0.0,1,Unknown product,0.0
20882,22,0.0,1,Unknown product,0.0
90001C,11,0.0,1,Unknown product,0.0
90014C,8,0.0,1,Unknown product,0.0
90014B,1,0.0,1,Unknown product,0.0
90014A,12,0.0,1,check,0.0
90013E,5,0.0,1,Unknown product,0.0
90013D,12,0.0,1,Unknown product,0.0
90012B,5,0.0,1,check,0.0
90012A,18,0.0,1,stock check,0.0
90011E,5,0.0,1,Unknown product,0.0
21729,190,0.0,1,Unknown product,0.0
20987,120,0.0,2,Unknown product,0.0
23059,2376,0.0,1,Thrown away-rusty,0.0
20881,13,0.0,1,Unknown product,0.0
20878,58,0.0,1,Unknown product,0.0
21256,86,0.0,1,Unknown product,0.0
21252,12,0.0,1,Unknown product,0.0
21247,37,0.0,2,Unknown product,0.0
21723,40,0.0,1,Unknown product,0.0
90036E,10,0.0,1,Unknown product,0.0
90035C,24,0.0,1,Unknown product,0.0
90035B,7,0.0,2,Unknown product,0.0
90035A,9,0.0,1,Unknown product,0.0
90027D,9,0.0,1,Unknown product,0.0
90027A,37,0.0,1,Unknown product,0.0
90026D,3,0.0,1,Unknown product,0.0
90026A,29,0.0,1,Unknown product,0.0
90025D,15,0.0,1,Unknown product,0.0
90025C,230,0.0,1,Unknown product,0.0
90025B,42,0.0,1,Unknown product,0.0
90025A,6,0.0,2,Unknown product,0.0
90024A,4,0.0,1,Unknown product,0.0
90019C,26,0.0,1,Unknown product,0.0
21893,25,0.0,2,Unknown product,0.0
20757,160,0.0,1,Unknown product,0.0
90057,380,0.0,1,crushed boxes,0.0
90042C,11,0.0,1,Unknown product,0.0
90042B,8,0.0,1,Unknown product,0.0
90042A,10,0.0,1,Unknown product,0.0
90040D,17,0.0,1,Unknown product,0.0
90040B,8,0.0,1,Unknown product,0.0
90038B,19,0.0,1,Unknown product,0.0
90037D,131,0.0,2,Unknown product,0.0
16049,471,0.0,2,Unknown product,0.0
16045,4567,0.0,2,check,0.0
90066A,1,0.0,1,Unknown product,0.0
90065B,25,0.0,1,Unknown product,0.0
90060D,2,0.0,1,Unknown product,0.0
90060C,5,0.0,2,Unknown product,0.0
90060B,5,0.0,2,Unknown product,0.0
20960,120,0.0,2,Unknown product,0.0
20958,101,0.0,2,Unknown product,0.0
20756,159,0.0,2,Unknown product,0.0
20955,6,0.0,1,Unknown product,0.0
20913,159,0.0,1,Unknown product,0.0
20910,13,0.0,2,Unknown product,0.0
20906,107,0.0,2,Unknown product,0.0
20905,12,0.0,1,Unknown product,0.0
20904,27,0.0,1,Unknown product,0.0
20902,3,0.0,1,check,0.0
20900,11,0.0,1,Unknown product,0.0
20896,20,0.0,2,Unknown product,0.0
20988,26,0.0,1,Unknown product,0.0
21898,83,0.0,1,Unknown product,0.0
21894,40,0.0,1,Unknown product,0.0
21862,1,0.0,1,Unknown product,0.0
