stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
35916C,157,167.54999999999998,42,9,PINK FELT HANGING HEART W FLOWER,0.0008182646456636828
37491C,58,167.52,10,7,GREEN/BLUE CERAMIC CANDLE HOLDER,0.0008181181345364376
82587,128,166.78,40,26,TEXRIO TOMATOES CANDLE+CUP,0.0008145041933977261
90211A,28,166.57000000000002,21,5,DIAMOND LAS VEGAS NECKLACE 45CM,0.0008134786155070108
84231,230,166.21,50,28,EASTER BUNNY WITH BASKET ON BACK,0.0008117204819800698
90060F,28,166.14000000000001,18,7,FIRE POLISHED GLASS NECKL GREEN,0.0008113786226831647
gift_0001_40,5,166.09,5,0,Dotcomgiftshop Gift Voucher £40.00,0.0008111344374710895
90214L,176,166.06,68,20,"LETTER ""L"" BLING KEY RING",0.0008109879263438445
90003B,44,165.81,25,9,ROSE COLOUR PAIR HEART HAIR SLIDES,0.000809767000283469
10123G,2251,165.55999999999997,16,12,ARMY CAMO WRAPPING TAPE,0.0008085460742230933
90093,209,165.34,25,15,CLEAR CRYSTAL STAR PHONE CHARM,0.0008074716592899629
23694,376,165.07999999999998,41,23,PAISLEY PARK CARD,0.0008062018961871724
90018B,39,164.62,31,10,GOLD M.O.P ORBIT DROP EARRINGS,0.0008039553922360815
84531B,194,164.01,42,35,BLUE KNITTED EGG COSY,0.0008009763326487651
85024C,99,163.35,42,33,PINK SMALL JEWELLED PHOTOFRAME,0.0007977530878493737
16202E,82,162.73,14,12,BLACK PHOTO ALBUM,0.0007947251912196424
90039D,43,162.66,24,4,FIRE POLISHED GLASS BRACELET GREEN,0.0007943833319227373
90214C,165,162.53,69,21,"LETTER ""C"" BLING KEY RING",0.0007937484503713419
90162B,55,162.25000000000003,20,14,ANT SILVER LIME GREEN BOUDICCA RING,0.0007923810131837216
20693,33,161.89000000000001,18,10,FLORAL DINOSAUR GREEN,0.0007906228796567807
90190C,55,161.82,36,10,SILVER/AMETHYST DROP EARRINGS LEAF,0.0007902810203598755
90129D,67,161.57000000000002,34,12,AMBER GLASS TASSLE BAG CHARM,0.0007890600942995
90214J,157,161.47,88,19,"LETTER ""J"" BLING KEY RING",0.0007885717238753497
90042A,63,160.79,33,6,FRESHWATER PEARL BRACELET GOLD,0.0007852508049911283
90123C,27,160.75,12,7,GREEN HEART OF GLASS BRACELET,0.0007850554568214682
21353,19,160.45,9,8,SILVER SLEIGHBELL WREATH,0.0007835903455490175
22887,92,160.35999999999999,28,10,NUMBER TILE VINTAGE FONT 8,0.0007831508121672822
84599,15,160.15,6,2,CANDY STRIPE ROSE FLOOR CUSHION,0.000782125234276567
37479P,170,160.08,34,17,CUBIC MUG FLOCK PINK ON BROWN,0.0007817833749796619
23305,82,159.9,9,9,SET 4 PICNIC CUTLERY BLUEBERRY,0.0007809043082161914
81952V,464,159.87,46,27,ROUND PURPLE CLOCK WITH SUCKER,0.0007807577970889463
37379A,41,159.2,16,5,PINK CHERRY BLOSSOM CUP & SAUCER,0.0007774857152471398
16054,1210,159.0,39,32,POPART RECT PENCIL SHARPENER ASST,0.0007765089743988395
85166A,77,158.9,12,8,WHITE METAL BAROQUE PHOTO FRAME,0.0007760206039746893
90048,31,158.89000000000001,8,4,GREEN WITH METAL BAG CHARM,0.0007759717669322743
22864,378,158.76,2,1,MUG AND COASTER SET RED CIRCLES,0.0007753368853808789
90214K,154,158.4,83,23,"LETTER ""K"" BLING KEY RING",0.0007735787518539382
48175,39,158.04,2,1,DOOR MAT CAMOUFLAGE,0.0007718206183269975
84927A,226,157.61,33,22,WAKE UP COCKEREL TILE HOOK,0.0007697206255031515
21489,28,157.60000000000002,14,6,BLUE WHITE SCARF HOT WATER BOTTLE,0.0007696717884607366
23417,146,157.5,27,21,BATHROOM HOOK,0.0007691834180365862
90059A,94,156.98,48,3,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,0.000766643891831005
23468,19,156.75,11,11,TUSCAN VILLA BIRD TABLE,0.0007655206398554596
72140E,218,156.72,29,26,BEST DAD CANDLE LETTERS,0.0007653741287282146
17178,133,156.65,24,20,FLAT PALM T-LIGHT HOLDER,0.0007650322694313094
46138B,71,156.29,25,12,BLUE CHENILLE SHAGGY CUSHION COVER,0.0007632741359043687
84228,354,156.07,46,19,HEN HOUSE WITH CHICK STANDING,0.0007621997209712382
84914A,6,155.7,5,2,PINK ROSE PICNIC RUG,0.0007603927504018823
90183A,53,155.65,31,6,AMBER DROP EARRINGS W LONG BEADS,0.0007601485651898073
20664,57,155.41,31,11,TROPICAL HOLIDAY PURSE,0.0007589764761718468
72351a,37,154.89,28,0,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,0.0007564369499662656
90065B,22,154.87,16,4,BLACK VINT ART DEC CRYSTAL BRACELET,0.0007563392758814356
90123B,26,154.69,13,8,TURQUOISE HEART OF GLASS BRACELET,0.0007554602091179652
23496,112,154.52,31,21,PANTRY KITCHEN THERMOMETER,0.00075462997939691
72801c,62,153.67,36,0,4 ROSE PINK DINNER CANDLES,0.000750478830791633
47369B,54,153.18,29,10,BLUE GREEN EMBROIDERY COSMETIC BAG,0.000748085815713297
47518F,903,153.14,34,22,ICON PLACEMAT POP ART ELVIS,0.0007478904675436368
79192A,114,152.64,35,26,RETRO PLASTIC 70'S TRAY,0.0007454486154228858
84622,23,152.6,9,7,PINK GINGHAM ROSE CUSHION COVER,0.0007452532672532258
90030C,87,151.3,16,10,BROWN KUKUI COCONUT SEED NECKLACE,0.0007389044517392731
84968a,6,150.82,4,0,SET OF 16 VINTAGE ROSE CUTLERY,0.000736560273703352
20952,329,150.72,24,19,PORCELAIN CHERUB BELL SMALL,0.0007360719032792018
84989a,74,150.57,41,0,75 GREEN FAIRY CAKE CASES,0.0007353393476429765
79161A,51,150.45000000000002,16,16,ST GEORGE SET OF 10 PARTY LIGHTS,0.0007347533031339963
90042C,59,150.20999999999998,26,8,FRESHWATER PEARL BRACELET IVORY,0.0007335812141160356
17108D,355,149.1,23,17,FLOWER FAIRY SUMMER BOUQUET SACHET,0.0007281603024079683
90040D,41,148.87,25,9,MURANO STYLE GLASS BRACELET PINK,0.0007270370504324228
71496A,244,148.01000000000002,17,8,A4 WALL TIDY BLUE OFFICE,0.0007228370647847311
35980C,377,147.64000000000001,29,28,REDWHITE STRIPE SCANDINAVIAN HEART,0.0007210300942153753
84720,35,147.05,3,3,DOT MATRIX CANVAS ART PICTURE,0.000718148708712889
90040C,41,146.75,21,10,MURANO STYLE GLASS BRACELET GOLD,0.0007166835974404383
84527,77,146.10999999999999,22,19,FLAMES SUNGLASSES PINK LENSES,0.0007135580267258768
90016C,17,144.07,14,4,SILVER/BLACK PENDANT ORBIT NECKLACE,0.0007035952700732126
35610B,179,144.07,13,13,BLACK CHRISTMAS FLOCK DROPLET,0.0007035952700732126
79191D,138,143.87,56,28,RETRO PLASTIC DAISY TRAY,0.0007026185292249122
90036B,18,143.1,10,8,"FLOWER GLASS GARLAND NECKL.36""GREEN",0.0006988580769589555
10120,664,142.74,73,52,DOGGY RUBBER,0.0006970999434320148
84874B,86,141.76,36,26,BLUE TRAVEL FIRST AID KIT,0.0006923139132753427
90202D,48,141.49,24,5,PINK ENAMEL FLOWER HAIR TIE,0.0006909953131301371
72740A,65,141.23,12,5,LARGE STRAWBERRY CHOCOLATE CANDLE,0.0006897255500273465
47590b,13,140.5,10,0,PINK HAPPY BIRTHDAY BUNTING,0.0006861604459310499
47369A,48,140.4,25,10,PINK GREEN EMBROIDERY COSMETIC BAG,0.0006856720755068998
84617,11,140.25,7,7,NEW BAROQUE BLACK BOXES,0.0006849395198706745
84765,9,140.23,6,4,SILVER ROCOCO CANDELABRA,0.0006848418457858443
90212B,37,140.07,28,7,JET BLACK LAS VEGAS BRACELET ROUND,0.000684060453107204
78026,12,139.95,2,1,SEAGRASS S/3 SQU LAUNDRY BOX,0.0006834744085982237
90214M,138,139.82,64,19,"LETTER ""M"" BLING KEY RING",0.0006828395270468285
90022,37,139.67,32,4,EDWARDIAN DROP EARRINGS JET BLACK,0.0006821069714106031
90199A,22,139.5,16,9,5 STRAND GLASS NECKLACE BLACK,0.0006812767416895479
23463,13,139.39999999999998,8,7,VINTAGE ZINC WATERING CAN,0.0006807883712653975
90199D,22,139.28,16,9,5 STRAND GLASS NECKLACE AMBER,0.0006802023267564174
90214E,142,139.28,67,25,"LETTER ""E"" BLING KEY RING",0.0006802023267564174
84510c,56,138.85999999999999,34,0,SET OF 4 POLKADOT COASTERS,0.0006781511709749863
23304,71,138.45,9,9,SET 4 PICNIC CUTLERY CHERRY,0.0006761488522359705
72754B,170,137.54000000000002,8,8,F FAIRY POTPOURRI CUSHIONS LAVENDER,0.0006717046813762037
35816P,297,137.43,9,7,"ACRYLIC JEWEL ANGEL,PINK",0.0006711674739096384
90156,25,137.37,14,7,RESIN BRACELET W PASTEL BEADS,0.0006708744516551483
84549,75,137.26999999999998,16,9,CROCHET WHITE RABBIT KEYRING,0.000670386081230998
S,3,136.85,3,0,SAMPLES,0.0006683349254495672
84709A,23,136.85,13,11,SILVER OVAL JEWELLED MIRROR,0.0006683349254495672
35824P,324,136.44,3,2,"HANGING FLOWERS+MIRROR,PINK",0.0006663326067105513
90151,16,136.17000000000002,9,5,SILVER/NATURAL SHELL NECKLACE,0.0006650140065653458
90024E,16,135.98,11,7,NEW BAROQUE B'FLY NECKLACE MONTANA,0.0006640861027594603
90194,32,135.84,21,14,SILVER LARIAT BLACK STONE EARRINGS,0.00066340238416565
90038A,36,135.8,22,4,GLASS AND PAINTED BEADS BRACELET TO,0.00066320703599599
90177D,46,135.76000000000002,25,9,DROP DIAMANTE EARRINGS PURPLE,0.0006630116878263299
17011D,209,135.70000000000002,4,2,ORIGAMI ROSE INCENSE+FLOWER,0.0006627186655718398
77079,64,135.68,12,10,DOLPHIN WINDMILL,0.0006626209914870096
85132a,10,135.13,10,0,CHARLIE + LOLA BISCUITS TINS,0.0006599349541541834
90002A,36,135.0,14,14,FLOWER BURST SILVER RING OPAL,0.0006593000726027882
72134,339,134.85,29,15,COLUMBIAN CUBE CANDLE,0.0006585675169665629
16020C,160,134.5,39,22,CLEAR STATIONERY BOX SET,0.0006568582204820371
22879,82,134.4,21,7,NUMBER TILE VINTAGE FONT 0,0.0006563698500578869
35015,2072,134.08,39,35,JACOBS LADDER SMALL,0.0006548070647006063
84555A,47,133.85000000000002,16,13,YELLOW VW BEETLE CERAMIC MONEY BOX,0.0006536838127250608
35609A,447,133.23,24,17,PINK FEATHER CHRISTMAS DECORATION,0.0006506559160953294
46137D,45,132.75,4,2,GREEN CHENILLE SHAGGY RUG,0.0006483117380594085
90190B,45,132.58,15,6,GOLD/AMBER DROP EARRINGS W LEAF,0.0006474815083383532
90137,26,132.52,15,8,PINK COMBO MINI CRYSTALS NECKLACE,0.000647188486083863
45013,48,132.0,8,8,FOLDING SHOE TIDY,0.0006446489598782818
47592B,67,131.9,29,15,SCOTTIE DOGS CHILDRENS OVERALL,0.0006441605894541316
90023,31,131.74,21,7,FILIGREE DIAMANTE EARRINGS,0.0006433791967754912
90165B,52,131.65,35,5,WHITE ROSEBUD PEARL EARRINGS,0.0006429396633937561
35933,319,131.38,28,20,PINK STOCKING CHRISTMAS DECORATION,0.0006416210632485505
90101,52,131.16,29,4,WHITE FRANGIPANI NECKLACE,0.00064054664831542
84656,22,130.9,13,12,WHITE ROSE C/COVER,0.0006392768852126295
22888,79,130.82999999999998,23,9,NUMBER TILE VINTAGE FONT 9,0.0006389350259157242
16119,273,130.71,8,7,FUNKY GIRL ADDRESS BOOK,0.000638348981406744
84925E,75,130.04999999999998,3,3,FLOWERS WALL THERMOMETER,0.0006351257366073525
20899,44,129.8,12,12,VINTAGE NOTEBOOK RED ROSE,0.0006339048105469772
90099,42,129.69,25,16,NECKLACE+BRACELET SET BLUE HIBISCUS,0.0006333676030804119
90190A,44,129.59,31,8,SILVER/CRYSTAL DROP EARRINGS W LEAF,0.0006328792326562617
10080,315,129.29,27,23,GROOVY CACTUS INFLATABLE,0.000631414121383811
85160a,8,129.04,3,0,WHITE BIRD GARDEN DESIGN MUG,0.0006301931953234355
84858A,53,128.83,8,7,NATURAL RIVIERA HANDBAG,0.0006291676174327201
90181A,14,128.64,14,2,AMBER GLASS/SHELL/PEARL NECKLACE,0.0006282397136268345
84251G,472,127.56,91,32,"GREETING CARD, OVERCROWDED POOL.",0.0006229653130460124
90024D,15,127.5,13,11,NEW BAROQUE B'FLY NECKLACE PINK,0.0006226722907915222
84782B,10,127.5,6,6,BLACK 3 TIER GLASS PLATE STAND,0.0006226722907915222
85018C,36,127.2,4,4,S/6 PAPER BOXES CURIOUS IMAGES,0.0006212071795190715
16168S,1283,126.82999999999998,11,4,FUNKY MONKEY GIFT BAG SMALL,0.0006194002089497157
23303,65,126.75,6,6,SET 4 PICNIC CUTLERY FONDANT,0.0006190095126103955
81950B,216,126.74,34,21,FLOWER BLUE CLOCK WITH SUCKER,0.0006189606755679806
84559D,147,126.71,31,23,3D SHEET OF SEA WORLD STICKERS,0.0006188141644407355
84367,74,126.29999999999998,8,6,LA STREGA CANVAS PICTURE,0.0006168118457017196
82607E,101,126.25,25,18,GLASS BONBON JAR. D'AMANDES,0.0006165676604896446
gift_0001_10,15,126.21,14,0,Dotcomgiftshop Gift Voucher £10.00,0.0006163723123199844
90174,50,126.11999999999999,32,4,BUTTERFLY HAIR BAND,0.0006159327789382492
90108,109,125.83000000000001,21,12,BLUE BLOSSOM HAIR CLIP,0.0006145165047082138
23578,60,125.72,14,11,SNACK TRAY RED GINGHAM,0.0006139792972416484
90138,24,125.64,17,5,WHITE/PINK MINI CRYSTALS NECKLACE,0.0006135886009023282
84558a,21,125.17,19,0,3D DOG PICTURE PLAYING CARDS,0.0006112932599088223
84614A,17,124.83,10,7,PINK BAROQUE FLOCK CANDLE HOLDER,0.0006096328004667115
90002C,33,124.38,19,8,FLOWER BURST SILVER RING MIDN'T BLU,0.0006074351335580355
90162C,42,123.90000000000002,16,10,ANT SILVER FUSCHIA BOUDICCA RING,0.0006050909555221146
90168,42,123.76,24,3,2 DAISIES HAIR COMB,0.0006044072369283042
17191A,33,123.75,12,9,ROSE FLOWER CANDLE+INCENSE 16X16CM,0.0006043583998858892
22850,8,123.6,1,1,BREAD BIN DINER STYLE BLACK,0.0006036258442496639
20816,24,123.6,7,5,GOLD FLOWER CUSHION COVER,0.0006036258442496639
23477,92,123.47,13,8,WOODLAND LARGE BLUE FELT HEART,0.0006029909626982686
72133,109,122.63,31,24,COLUMBIAN CANDLE RECTANGLE,0.0005988886511354068
21228,97,122.57,31,25,"POCKET MIRROR ""GLAMOROUS""",0.0005985956288809167
85190,138,122.46,17,14,PINK FLOWER HANGING HEART,0.0005980584214143515
79308B,144,122.39999999999999,2,1,MOSAIC CANDLE DISH BLUE PURPLE,0.0005977653991598613
90205C,78,122.31,24,5,LARGE CRYSTAL DIAMANTE HAIRSLIDE,0.0005973258657781262
44242B,109,121.53,9,8,PINK FEATHERS CURTAIN,0.0005935165764697544
79532,97,121.25,18,15,MOSAIC GLASS BALL CANDLEHOLDER,0.0005921491392821338
84199,554,121.08,69,58,GLOW IN DARK DOLPHINS,0.0005913189095610785
90003E,32,120.31,22,3,GREEN PAIR HEART HAIR SLIDES,0.0005875584572951219
23467,32,120.08000000000001,11,5,VINTAGE ZINC PLANTER,0.0005864352053195764
35916B,132,119.67,46,5,BLUE FELT HANGING HEART WITH FLOWER,0.0005844328865805604
84886,12,119.39999999999999,9,8,BLUE METAL WALL SHELF,0.000583114286435355
84288B,61,118.95,24,19,SET/2 BLUE NOODLE BASKETS,0.000580916619526679
90018C,28,118.51,20,7,SILVER BLACK ORBIT DROP EARRINGS,0.000578767789660418
35607A,554,118.43,31,27,PINK FLUFFY CHRISTMAS DECORATION,0.0005783770933210978
20887,18,118.39,8,4,BOX OF 6 PEBBLE CANDLES,0.0005781817451514377
90139,23,118.24000000000001,18,3,FLOWER BROOCH 4 ASSORTED COLOURS,0.0005774491895152124
84510E,148,117.77,28,12,SET OF 4 GREEN CAROUSEL COASTERS,0.0005751538485217065
35824C,235,117.05,8,8,"HANGING FLOWERS+MIRROR,CLEAR",0.0005716375814678249
72038P,1050,116.5,9,9,PRICE'S CANDLE PEACH,0.0005689515441349987
16206B,96,116.4,16,14,RED PURSE WITH PINK HEART,0.0005684631737108485
84751B,38,115.86,19,18,BLACK MEDIUM GLASS CAKE STAND,0.0005658259734204373
20896,39,115.05000000000001,14,13,VINTAGE NOTEBOOK PINK FLOWER,0.0005618701729848207
20848,39,115.05000000000001,12,10,ZINC HEART LATTICE CHARGER SMALL,0.0005618701729848207
84462,100,114.86,14,13,3 PINK HEN+CHICKS IN BASKET,0.0005609422691789353
23185,317,114.85,30,27,FRENCH STYLE STORAGE JAR JAM,0.0005608934321365202
20698,47,114.44999999999999,21,17,LITTLE PINK MONSTER SOFT TOY,0.0005589399504399192
23151,61,114.33000000000001,21,18,ZINC SWEETHEART SOAP DISH,0.0005583539059309391
90049,20,114.24,6,3,IVORY GOLD METAL BAG CHARM,0.0005579143725492039
90030A,79,113.76,10,8,SPOTTED WHITE NATURAL SEED NECKLACE,0.0005555701945132829
84705B,84,113.27,3,2,FAIRY CAKES PHOTO FRAME,0.0005531771794349468
84249A,252,113.22,34,18,"GREETING CARD,SQUARE, DOUGHNUTS",0.0005529329942228717
90179C,19,112.78,16,7,BLACK FINE BEAD NECKLACE W TASSEL,0.0005507841643566108
21089,323,112.54,40,32,SET/6 GREEN SPRING PAPER CUPS,0.0005496120753386502
44236,64,112.32000000000001,12,9,PINK/PURPLE CIRCLE CURTAIN,0.0005485376604055197
71510,177,112.05,17,11,SQUARE METAL CANDLEHOLDER BASE,0.0005472190602603143
35916A,129,112.03999999999999,44,7,YELLOW FELT HANGING HEART W FLOWER,0.0005471702232178992
71495B,294,111.57000000000001,18,8,CD WALL TIDY RED FLOWERS,0.0005448748822243932
35966,255,111.34,26,20,FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.0005437516302488477
10138,261,111.22,21,14,ASSORTED COLOUR JUMBO PEN,0.0005431655857398675
84493,1142,111.11999999999999,5,5,BLUE/PINK NEST STRIPE BOX,0.0005426772153157172
90103,44,110.85,30,5,PURPLE FRANGIPANI NECKLACE,0.0005413586151705117
82069,17,109.85,11,2,BEECH WOOD P/FRAME,0.0005364749109290095
85185F,37,109.15,19,16,LION SOCK PUPPET,0.000533056317959958
84247H,42,109.13000000000001,20,12,PACK/12 DECOUPAGE CARD,0.0005329586438751281
90177C,37,109.03,24,6,DROP DIAMANTE EARRINGS CRYSTAL,0.0005324702734509777
90071,87,108.99,73,2,RUBY GLASS CLUSTER EARRINGS,0.0005322749252813177
20667,40,108.69,24,6,CHERRY BLOSSOM PURSE,0.0005308098140088671
90104,129,108.11,49,11,PURPLE FRANGIPANI HAIRCLIP,0.0005279772655487958
72753C,43,107.68,6,5,S/3 FLWR FAIRY ROSE CANDLES,0.0005258772727249498
90118,42,107.39,29,3,PINK DAISY BAG CHARM,0.0005244609984949143
35840,45,107.13,11,5,FLAT GLASS BAUBLE WHITE FLOCK,0.0005231912353921238
23626,43,107.07000000000001,16,0,SET 10 CARDS DINKY TREE 17076,0.0005228982131376336
90059D,64,106.74,40,5,DIAMANTE HAIR GRIP PACK/2 PERIDOT,0.0005212865907379379
84562B,10,106.59,7,5,BLUE/WHITE RIBBED MELAMINE JUG,0.0005205540351017126
35096B,293,106.49000000000001,25,20,RED VICTORIAN FABRIC HEART BOX,0.0005200656646775623
90165A,42,106.49,27,2,PINK ROSEBUD PEARL EARRINGS,0.0005200656646775623
22987,252,105.84,11,10,WRAP SUMMER ROSE DESIGN,0.0005168912569205859
84867A,16,105.82000000000001,4,3,PINK BABY GIRLS PHOTO ALBUM,0.0005167935828357559
90051,15,105.72,11,4,CRACKED GLAZE NECKLACE RED,0.0005163052124116057
35610A,143,105.43,12,8,PINK CHRISTMAS FLOCK DROPLET,0.0005148889381815701
84458,124,105.39999999999999,20,17,S/3 RABBIT FLOWER/EGG/CARROT ROPE,0.0005147424270543251
17090D,88,105.2,28,21,VANILLA INCENSE 40 CONES IN TIN,0.0005137656862060246
23574,14,105.0,14,9,PACKING CHARGE,0.0005127889453577242
16169D,250,105.0,9,9,WRAP WINTER FOREST,0.0005127889453577242
90141A,20,104.95,17,4,GREEN PENDANT TRIPLE SHELL NECKLACE,0.0005125447601456491
90079,21,104.77000000000001,13,5,VINTAGE ENAMEL & CRYSTAL NECKLACE,0.0005116656933821787
21118,69,104.25,7,7,SHOPPING BAG DOORSTOP,0.0005091261671765976
21337,33,103.53000000000002,12,7,SILVER WASHBAG,0.0005056099001227161
35910A,53,103.35,13,12,MULTICOLOUR EASTER RABBIT,0.0005047308333592457
84679,14,103.3,4,4,CLASSICAL ROSE TABLE LAMP,0.0005044866481471705
35594,165,103.06,39,18,WOODEN CHRISTMAS TREE 3 HANGING,0.00050331455912921
84613A,22,102.30000000000001,10,9,PINK NEW BAROQUE FLOCK CANDLESTICK,0.0004996029439056685
90125C,92,101.35,10,5,TURQUOISE BERTIE GLASS BEAD CHARM,0.0004949634248762414
72369A,67,101.28999999999999,14,8,PINK CLEAR GLASS CANDLE PLATE,0.0004946704026217513
84921,27,101.25,14,13,CREAM AND PINK FLOWERS PONY,0.0004944750544520911
16248B,81,101.25,12,12,BLUE HOLE PUNCH,0.0004944750544520911
85050,48,100.80000000000001,1,1,FRENCH ENAMEL SOAP DISH WITH LID,0.0004922773875434153
72821,61,100.64999999999999,14,13,CUPID SCENTED CANDLE IN GLASS,0.0004915448319071898
84968d,4,100.37,4,0,SET OF 16 VINTAGE RED CUTLERY,0.0004901773947195693
75172,97,100.31,11,11,PAINTED SEA SHELL METAL WINDCHIME,0.0004898843724650792
78027,6,100.15,5,3,SEAGRASS S/2 CORNER LAUNDRY,0.0004891029797864388
23611,40,99.60000000000001,16,0,SET 10 CARDS RED RIDING HOOD 17214,0.00048641694245361264
23464,18,99.2,8,6,VINTAGE ZINC WATERING CAN SMALL,0.0004844634607570118
21266,23,98.9,9,0,VINTAGE SILVER TINSEL REEL,0.00048299834948456114
90169,39,98.87,23,3,DAISY HAIR COMB,0.0004828518383573161
84575A,24,98.8,13,13,PINK DOG CANNISTER,0.0004825099790604109
90163B,13,98.45,9,2,WHITE ROSEBUD & PEARL NECKLACE,0.00048080068257588517
84705D,22,97.9,14,3,CHERRY BLOSSOM PHOTO FRAME,0.000478114645243059
90150,13,97.5,8,7,BLUE SHELL+SILVER NECKLACE,0.0004761611635464582
16161G,975,97.5,33,31,WRAP BAD HAIR DAY,0.0004761611635464582
90067A,33,97.24000000000001,16,8,PINK VINTAGE VICTORIAN EARRINGS,0.0004748914004436676
20861,46,96.60000000000001,16,15,GOLD COSMETIC BAG PINK STAR,0.00047176582972910624
20697,40,96.6,21,17,LITTLE GREEN MONSTER SOFT TOY,0.00047176582972910624
84465,32,96.51,23,18,15 PINK FLUFFY CHICKS IN BOX,0.00047132629634737106
85132b,10,95.83999999999999,10,0,CHARLIE AND LOLA TABLE TINS,0.00046805421450556454
17084J,456,95.76,20,17,LOVE POTION MASALA INCENSE,0.00046766351816624445
84559a,57,95.69999999999999,40,0,3D SHEET OF DOG STICKERS,0.0004673704959117542
72606A,226,94.92,18,18,BROWN ANTIQUE CUBE CANDLE,0.00046356120660338265
90214R,91,93.72999999999999,50,15,"LETTER ""R"" BLING KEY RING",0.000457749598555995
90024C,11,93.48,10,5,NEW BAROQUE B'FLY NECKLACE GREEN,0.00045652867249561957
90026A,11,93.47,9,6,GLASS BEAD HOOP NECKLACE BLACK,0.00045647983545320453
90214G,100,93.17999999999999,48,13,"LETTER ""G"" BLING KEY RING",0.0004550635612231689
17084A,442,92.82,18,14,TRANQUILITY MASALA INCENSE,0.0004533054276962282
35913B,100,92.39,21,17,WHITE/PINK CHICK EASTER DECORATION,0.00045120543487238223
90075,10,92.17999999999999,8,3,MONTANA DIAMOND CLUSTER NECKLACE,0.00045017985698166677
84753A,97,92.16999999999999,24,14,PINK EAU DE COLOGNE BOTTLE,0.0004501310199392517
21343,20,92.00000000000001,3,3,GOLD JEWELERY BOX,0.0004493007902181965
90089,104,91.89999999999999,26,11,PINK CRYSTAL SKULL PHONE CHARM,0.0004488124197940462
90202C,31,91.46000000000001,25,4,GREEN ENAMEL FLOWER HAIR TIE,0.00044666358992778525
90177B,31,91.38000000000001,19,5,DROP DIAMANTE EARRINGS BLACK DIAMON,0.00044627289358846516
90112,84,91.25,20,13,PINK DOLLY HAIR CLIPS,0.0004456380120370698
84437A,106,90.94999999999999,18,17,S/6 PINK EASTER DECS IN BOX,0.0004441729007646191
90202A,31,90.9,23,3,PURPLE ENAMEL FLOWER HAIR TIE,0.00044392871555254404
90214D,100,90.82,50,11,"LETTER ""D"" BLING KEY RING",0.0004435380192132239
84539,55,90.75,11,9,KNITTED RABBIT DOLL,0.00044319615991631877
72783,43,90.30000000000001,9,7,BLACK SIL'T SQU CANDLE PLATE,0.00044099849300764286
71406C,210,89.92,35,21,BLACK ORANGE SQUEEZER,0.00043914268539587195
17013C,213,89.46000000000001,2,2,ORIGAMI LAVENDER INCENSE IN TUBE,0.000436896181444781
79026B,69,89.25,37,17,"S/4 ICON COASTER,ELVIS LIVES",0.00043587060355406554
47598,138,89.12,32,17,NEW ENGLAND EGG WARMER,0.0004352357220026703
84388,70,89.03999999999999,22,21,WISE MAN STAR SHAPE EGG PAN,0.0004348450256633501
20660,71,88.75,26,22,VIP LUGGAGE TAG,0.00043342875143331447
90162A,30,88.5,11,8,ANT SILVER TURQUOISE BOUDICCA RING,0.00043220782537293893
90059E,53,88.30999999999999,33,5,DIAMANTE HAIR GRIP PACK/2 RUBY,0.0004312799215670534
35638A,39,88.04999999999998,6,6,PINK AND BLACK STRING CURTAIN,0.0004300101584642629
71495A,225,87.96000000000001,20,5,CD WALL TIDY BLUE OFFICE,0.0004295706250825278
